property_name,property_type,link,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,agePossession,description,property_id,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
2 BHK Flat in Sector 85 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-1741-sq-ft-spid-S69748048,sector 85,ss the leaf,1.15,11967.0,2.0,2.0,3,pooja room,20.0,Relatively New,"Ss the leaf in sector 85, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk, 3bhk, 4bhk and 5bhk apartments available in this project. This housing society is now ready to be called home as families have started moving in. Check out some of the features of ss the leaf housing society:*ss the leaf sector 85 has 13 towers, with 26 floors each and 560 units on offer.*spread over an area of 11.09 acres, ss the leaf is one of the spacious housing societies in the gurgaon region. With all the basic amenities available, ss the leaf fits into your budget and your lifestyle.*sector 85 has good connectivity to some of the important areas in the proximity such as delhi public school sector 84, genesis hospital sector 84 and sapphire 83 mall and so on.Ss the leaf price listIf you are looking for ready to move projects, ss the leaf is a right choice for you. Here, a 2bhk apartment is available at a starting price of rs. 1.22 cr while a 3bhk apartment is offered at rs. 1.91 cr onwards. For a 4bhk apartment at ss the leaf, you will need to spend at least rs. 2.24 cr those who are looking for investment opportunities in ss the leaf may find it worthy from a long-Term perspective to earn rental income. Configuration size price
2bhk apartment 1,640 sq.Ft. Rs. 1.22 cr
3bhk apartment 2,408 sq.Ft. Rs. 1.91 cr
4bhk apartment 2,812 sq.Ft. Rs. 2.24 cr
5bhk apartment 4,950 sq.Ft. Rs. 4.46 crHow is sector 85 for property investment?Sector 85 is one of the prime locations to own a home in gurgaon. It has a promising social and physical infrastructure and an emerging neighbourhood. Check out few benefits of staying in this locality:Dwarka expressway, 3.8 km
Central peripheral road, 3.9 km
Nakhrola stadium sector 81a, 5.3 km
Nh 08, 8.1 km
Imt manesar, 8.1 km
Pataudi road, 9.2 km
Dpg institute of technology, 11.6 km
Skyjumper trampoline park, 13.4 km
Indira gandhi international airport, 29.9 km
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",S69748048,1263.0,0.0,0.0,0.0,1.0,0.0,0.0
3 BHK Flat in Sector 69 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-1578-sq-ft-spid-V68470842,sector 69,tulip violet,1.51,9569.0,3.0,3.0,2,pooja room,0.0,Relatively New,"This 3 bhk apartment is available for sale in tulip violet, one of the most prominent projects for flats in sector 69 gurgaon. The flat is facing the east direction. The flat is over 1578 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the ground level of a 14 storey building. This is a ready to move project and the property is 1-5 years old. The beautifully designed concrete flooring enhances the beauty of the flat. Tulip violet is designed very well to provide modern facilities such as swimming pool, cctv surveillance, club house / community center, fitness centre / gym, park, lift(s), visitor parking, maintenance staff, water softening plant, shopping centre and security personnel. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",V68470842,1326.0,0.0,0.0,0.0,1.0,0.0,1.0
3 BHK Flat in Sector 81 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1784-sq-ft-spid-H69882504,sector 81,vipul lavanya,1.28,7175.0,3.0,3.0,3,"pooja room,servant room",1.0,Moderately Old,"First floor. Well maintained club house, swimming pool, closed badminton court, parks. Great ambiance.",H69882504,1982.0,0.0,1.0,0.0,1.0,0.0,2.0
4 BHK Flat in Sector 49 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-2383-sq-ft-spid-R69272108,sector 49,bestech park view city,2.9,12170.0,4.0,4.0,3+,servant room,5.0,Moderately Old,"This lovely 4 bhk apartment/flat in sector 49 gurgaon is available for sale in one of gurgaon's most popular projects, bestech park view city 2. The flat occupies a super built up area of 2400 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and more than 3 balconies. The residential building has 14 floors in total and the flat for sale is located on the 5th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. Many of the modern amenities being offered, like swimming pool, security personnel, maintenance staff, shopping centre, cctv surveillance, club house / community center, fitness centre / gym, park, lift(s) and visitor parking, will provide a pleasant living experience for you.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",R69272108,2159.0,0.0,1.0,0.0,0.0,0.0,0.0
5 Bedroom House for sale in Laxman Vihar,house,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-not-applicable-laxman-vihar-gurgaon-146-sq-ft-spid-V68482446,sector 4,not applicable,0.8,6088.0,5.0,4.0,3,not available,3.0,Under Construction,"Looking for buyer to purchase our house/villa available for sale in new gurgaon, gurgaon. Available at price of rs 80 lacs. It has plot area of 146 sq ft. It has 5 bhk, 4 bathroom, 3 balcony.It is a power of attorney property",V68482446,146.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 104 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-3150-sq-ft-spid-E69696890,sector 104,ats triumph,2.62,8317.0,4.0,4.0,3+,servant room,14.0,Relatively New,"Situated in sector 104 gurgaon, ats triumph is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-Facing direction. The flat is over 3150 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 27 floors and this property is situated on 14th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat comes well built with wood flooring options. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and shopping centre. The project provides access to clean water through borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",E69696890,2853.0,0.0,1.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 62 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-pioneer-araya-sector-62-gurgaon-4200-sq-ft-spid-I69408046,sector 62,pioneer araya,7.56,18000.0,4.0,4.0,3+,"pooja room,servant room",23.0,Relatively New,"Situated in sector 62 gurgaon, pioneer araya is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. The flat occupies a built up area of 4200 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and more than 3 balconies. The property is located on the 23rd floor of a 34 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built marble flooring enhances the aesthetic appeal of this flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and shopping centre. The residents of this project enjoy a 24*7 access to clean water.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",I69408046,4200.0,0.0,1.0,0.0,1.0,0.0,2.0
3 BHK Flat in Sector 85 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-2408-sq-ft-spid-U69585524,sector 85,ss the leaf,1.87,7779.0,3.0,4.0,3,not available,7.0,Relatively New,"Located in sector 85 gurgaon. Spread over 11.03 acres area, 85 percent green open space. 9 acre of landscaped green with water bodies. 3-Tier security system and 100 percent power back up. Near by mall market hospital and school. Bang on dwarka express way. Imported marble in the living room and kitchen. Designer vrv air conditioning.",U69585524,2225.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 39 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-hector-trimurti-heights-sector-39-gurgaon-2350-sq-ft-r3-spid-K64561472,sector 39,hector trimurti heights,1.5,6383.0,4.0,3.0,3,servant room,10.0,Old Property,"Available for sale 4bhk flat trimurti apartment sector 39 gurgaon near nh 8 highway ready to move in flight complete woodwork modular kitchen ac fitted 100 percent power backup gated society east facing flat everything facilities wooden flooring
 
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.",K64561472,2611.0,0.0,1.0,0.0,0.0,0.0,1.0
3 BHK Flat in Nirvana Country,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-close-north-nirvana-country-gurgaon-2093-sq-ft-spid-R69466544,sector 50,the close north,2.51,11992.0,3.0,3.0,3,"pooja room,store room",11.0,Moderately Old,"Situated in nirvana country, gurgaon, the close north is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 2093 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 18 floors and this property is situated on 11th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The close north is designed very well to provide modern facilities such as swimming pool, security personnel, maintenance staff, club house / community center, fitness centre / gym, park and lift(s).
Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",R69466544,2093.0,0.0,0.0,1.0,1.0,0.0,2.0
3 BHK Flat in Sector 90 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-1930-sq-ft-spid-I69266172,sector 90,dlf new town heights,1.3,6736.0,3.0,3.0,3+,"pooja room,servant room",10.0,Relatively New,"This 3 bhk flat is located in dlf new town heights 1, which houses some of the most spacious flats in sector 90 gurgaon. The flat is facing the east direction. Constructed on a super built up area of 1930 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat is situated on the 10th floor of this 19 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. Dlf new town heights 1 is designed very well to provide modern facilities such as swimming pool, grocery shop, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and security personnel. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",I69266172,1929.0,0.0,1.0,0.0,1.0,0.0,2.0
3 BHK Flat in Sector 67A Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67-a-gurgaon-1750-sq-ft-r23-spid-V19994483,sector 67a,ireo the corridors,2.0,11429.0,3.0,3.0,3,study room,12.0,New Property,3bhk with study/pooja room on 12th floor purchased under clp plan. Construction is already under progress and already reached advanced stages. Have bought the property at soft launch stage hence i can sell the property at a price lower than the ongoing market and builder price.,V19994483,1585.0,1.0,0.0,0.0,0.0,0.0,0.0
